Country Name,Country Code,Series Name,Series Code,1996 [YR1996],1998 [YR1998],2000 [YR2000],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Cabo Verde,CPV,Control of Corruption: Percentile Rank,CC.PER.RNK,83.33334,72.68041,74.61929,73.73737,74.74747,70.7317,70.2439,77.07317,79.12621,78.15534,77.51196,77.61905,78.67299,77.25118,77.25118,79.32692,79.80769,78.84615,80.28846,78.36539
Cabo Verde,CPV,Control of Corruption: Standard Error,CC.STD.ERR,0.4394799,0.3339841,0.3201766,0.2660484,0.2598599,0.2214305,0.2269694,0.2067744,0.2078396,0.2002042,0.1994262,0.1852971,0.1869587,0.1940385,0.19298,0.1946008,0.1893495,0.1904224,0.1831864,0.1708981
Cabo Verde,CPV,Government Effectiveness: Standard Error,GE.STD.ERR,..,0.409499,0.3810984,0.2545186,0.2794569,0.2506105,0.2351902,0.2402658,0.2431837,0.2349878,0.2311946,0.2204004,0.2228974,0.2192999,0.192028,0.2040753,0.1969293,0.1948883,0.2030817,0.2058335
Cabo Verde,CPV,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.031386,1.109699,1.219244,0.7280027,0.9188888,1.038576,0.7534954,0.9631158,0.8770247,0.8134955,0.8190411,0.8409728,0.7226052,0.8090864,0.7779999,0.3507791,0.8678104,0.8862156,0.77446,0.7472337
Cabo Verde,CPV,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,1,1,1,2,2,2,2,3,3,3,4,5,4,5,5,4,5,5,5,5
Cabo Verde,CPV,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,82.44681,87.23404,90.47619,70.89947,78.89447,83.00971,68.93204,79.71014,77.77778,74.51923,74.88152,75.35545,69.19431,72.98578,69.66824,58.57143,74.28571,76.19048,72.38095,71.90476
Cabo Verde,CPV,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.6165001,0.5633408,0.588393,0.4386366,0.3504379,0.3657162,0.3861447,0.3183719,0.3103602,0.3164548,0.2938249,0.2737861,0.3006981,0.2463982,0.2524667,0.2275043,0.2215961,0.2259923,0.2357102,0.2347493
Cabo Verde,CPV,Regulatory Quality: Estimate,RQ.EST,-0.5322676,-0.1578125,0.0276704,-0.2386135,-0.1854206,-0.3214182,-0.3215024,-0.1844269,-0.1843312,-0.0399444,0.040309,-0.0326268,0.0736227,0.056366,-0.1007206,-0.1838116,-0.2646035,-0.2960399,-0.2044774,-0.2411533
Cabo Verde,CPV,Regulatory Quality: Number of Sources,RQ.NO.SRC,1,3,3,4,4,5,5,6,6,6,6,7,7,7,7,7,7,7,7,7
Cabo Verde,CPV,Regulatory Quality: Percentile Rank,RQ.PER.RNK,27.17391,46.11399,55.38462,44.89796,48.46939,43.34975,44.11765,49.01961,50,52.91262,53.58852,52.15311,54.50237,54.02843,48.81517,48.07692,45.19231,42.78846,46.15385,43.26923
Cabo Verde,CPV,Regulatory Quality: Standard Error,RQ.STD.ERR,0.7092362,0.3694502,0.3435351,0.2806813,0.2331976,0.2256321,0.1866335,0.2100063,0.2109329,0.2008458,0.2022805,0.1982329,0.1966223,0.2082991,0.2022367,0.206212,0.1991457,0.2064603,0.2044545,0.2052808
Cabo Verde,CPV,Rule of Law: Estimate,RL.EST,1.044188,0.831156,0.7816455,0.3412981,0.2935199,0.3570846,0.4021337,0.6533312,0.62836,0.5762206,0.535593,0.4746596,0.510735,0.5241493,0.5359706,0.6348052,0.5907446,0.3474432,0.4151231,0.4454568
Cabo Verde,CPV,Rule of Law: Number of Sources,RL.NO.SRC,3,5,5,7,7,8,8,9,9,9,9,10,11,11,12,11,11,10,10,10
Cabo Verde,CPV,Rule of Law: Percentile Rank,RL.PER.RNK,81.90955,76,74.25742,62.87129,62.37624,61.72249,61.72249,68.42105,69.85646,67.30769,64.92891,64.45498,65.7277,66.66666,66.19718,74.51923,71.15385,63.46154,64.90385,67.78846
Cabo Verde,CPV,Rule of Law: Standard Error,RL.STD.ERR,0.4404734,0.3415002,0.3301013,0.2337334,0.2288488,0.2111966,0.2018279,0.1719602,0.1682589,0.1625914,0.158619,0.1510937,0.1474094,0.149244,0.1448487,0.1556302,0.1568245,0.1768178,0.164535,0.1577282
Cabo Verde,CPV,Voice and Accountability: Estimate,VA.EST,0.9375762,0.934504,0.8039816,0.6914414,0.5948473,0.6494132,0.4415974,0.7828959,0.8633298,0.937763,0.8910812,0.8946776,0.9700963,0.9387196,0.9160244,0.9569727,0.9438726,0.9755524,0.9675867,0.9977438
Cabo Verde,CPV,Voice and Accountability: Number of Sources,VA.NO.SRC,3,3,4,7,7,8,8,9,9,9,9,10,10,10,11,9,9,9,9,9
Cabo Verde,CPV,Voice and Accountability: Percentile Rank,VA.PER.RNK,75,73.63184,72.13931,69.15423,65.67164,68.75,62.5,72.59615,72.59615,74.51923,73.45972,73.93365,76.52582,76.05634,74.17841,75.36946,75.36946,76.84729,76.84729,79.80296
Cabo Verde,CPV,Voice and Accountability: Standard Error,VA.STD.ERR,0.3239079,0.2961833,0.2657927,0.211356,0.2082328,0.2089529,0.2046957,0.1606695,0.1598119,0.1589422,0.1584379,0.1548589,0.1533004,0.1504448,0.1383061,0.1530139,0.1512783,0.1502974,0.1516702,0.156593
Cambodia,KHM,Control of Corruption: Estimate,CC.EST,-1.019842,-1.150196,-0.9583682,-1.009935,-0.99476,-1.06173,-1.209747,-1.253652,-1.145038,-1.231375,-1.174739,-1.243029,-1.238743,-1.070102,-1.052428,-1.137764,-1.117988,-1.272918,-1.291381,-1.325572
Cambodia,KHM,Government Effectiveness: Estimate,GE.EST,-0.7247631,-1.019837,-0.8275169,-0.8083998,-0.85185,-0.8856814,-0.9993225,-0.966638,-0.9037987,-0.9887551,-0.9450983,-0.9429888,-0.862749,-0.815832,-0.9061814,-0.6889596,-0.6994551,-0.694114,-0.6581384,-0.568605
Cambodia,KHM,Government Effectiveness: Number of Sources,GE.NO.SRC,2,3,4,5,5,6,7,9,9,9,9,9,9,9,9,9,9,9,9,9
Cambodia,KHM,Government Effectiveness: Percentile Rank,GE.PER.RNK,22.95082,13.98964,18.97436,22.44898,19.89796,17.73399,15.68627,17.56098,17.47573,15.53398,18.66029,18.18182,19.90521,22.74882,19.43128,25,25,24.03846,25.48077,32.21154
Cambodia,KHM,Control of Corruption: Number of Sources,CC.NO.SRC,3,4,5,5,7,8,10,13,13,14,14,14,14,14,14,13,13,13,13,13
Cambodia,KHM,Control of Corruption: Percentile Rank,CC.PER.RNK,16.12903,11.85567,16.75127,14.64646,13.13131,14.14634,10.2439,7.317073,10.19417,5.825243,10.04785,7.142857,6.161138,13.27014,12.79621,11.53846,12.01923,9.134615,8.653846,8.653846
Cambodia,KHM,Control of Corruption: Standard Error,CC.STD.ERR,0.2756138,0.2229215,0.2228892,0.2060617,0.2026837,0.1919819,0.1698139,0.142915,0.1519909,0.1456031,0.1428518,0.1420953,0.150222,0.1484624,0.1421173,0.1424173,0.1425049,0.1495962,0.1459622,0.1428904
Cambodia,KHM,Government Effectiveness: Standard Error,GE.STD.ERR,0.1791073,0.2313269,0.2019373,0.1806643,0.1777341,0.1860954,0.1822228,0.1831998,0.2111845,0.2141059,0.2095712,0.2121236,0.2125572,0.2103901,0.2050832,0.2136876,0.2172911,0.2081425,0.2113865,0.2191608
Cambodia,KHM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.102753,-1.261917,-0.7786391,-0.7276748,-0.652526,-0.4087539,-0.3961752,-0.3477237,-0.3629849,-0.3004693,-0.5625602,-0.5009844,-0.3044197,-0.1035772,-0.1364361,0.0231748,0.0619423,0.2110379,0.0911684,0.108229
Cambodia,KHM,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,3,3,3,3,3,4,5,6,6,6,6,6,7,7,7,7,7,7,7,7
Cambodia,KHM,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,14.89362,11.70213,21.69312,24.86773,27.13568,30.58252,34.95146,33.81643,31.88406,34.61538,27.01422,27.48815,36.49289,41.23223,41.70616,46.19048,49.52381,53.80952,50.47619,51.42857
Cambodia,KHM,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.4095134,0.384086,0.3783315,0.3374409,0.3164513,0.3051023,0.293673,0.2605059,0.2541185,0.2567917,0.2615881,0.2543235,0.250919,0.2312966,0.2383488,0.2031569,0.2116103,0.2159673,0.2244965,0.2235309
Cambodia,KHM,Regulatory Quality: Estimate,RQ.EST,-0.2279684,-0.2412849,-0.1867374,-0.3118794,-0.4549186,-0.5114569,-0.5291467,-0.612581,-0.4819401,-0.4464538,-0.4859722,-0.4753461,-0.5836288,-0.3413971,-0.3383653,-0.4231628,-0.5250493,-0.4652204,-0.5029378,-0.5049168
Cambodia,KHM,Regulatory Quality: Number of Sources,RQ.NO.SRC,3,4,5,6,6,7,8,9,9,9,9,9,10,10,10,10,10,10,10,10
Cambodia,KHM,Regulatory Quality: Percentile Rank,RQ.PER.RNK,46.19565,40.41451,42.5641,43.36735,36.7347,32.51231,32.84314,28.43137,33.00971,36.8932,34.44976,35.88517,31.27962,39.81042,40.28436,35.57692,31.73077,34.13462,32.21154,32.69231
Cambodia,KHM,Regulatory Quality: Standard Error,RQ.STD.ERR,0.3204367,0.3112105,0.2801166,0.2366861,0.1914817,0.196616,0.1680269,0.1939481,0.195414,0.1811948,0.1729851,0.1692482,0.1606547,0.1732313,0.1743795,0.189584,0.1824071,0.1930887,0.186763,0.1903177
Cambodia,KHM,Rule of Law: Estimate,RL.EST,-1.194369,-1.159139,-1.059129,-1.143052,-1.253176,-1.279729,-1.233935,-1.234537,-1.142244,-1.148304,-1.118063,-1.118508,-1.04504,-0.9796743,-1.004117,-0.9552101,-0.9784721,-1.063662,-1.056137,-1.114671
Cambodia,KHM,Rule of Law: Number of Sources,RL.NO.SRC,5,6,8,9,10,11,12,14,14,15,15,15,15,15,15,13,13,12,12,12
Cambodia,KHM,Rule of Law: Percentile Rank,RL.PER.RNK,13.56784,13,16.83168,12.87129,9.90099,8.61244,10.52632,10.52632,12.44019,11.53846,13.74408,12.79621,15.02347,16.90141,15.49296,15.86539,14.90385,12.98077,13.46154,11.05769
Cambodia,KHM,Rule of Law: Standard Error,RL.STD.ERR,0.2194571,0.2221514,0.177807,0.18771,0.1906994,0.1746548,0.1634597,0.1558995,0.1582003,0.1476763,0.1463634,0.1441722,0.136078,0.1408318,0.1404901,0.1520466,0.1520256,0.1687531,0.1582682,0.1523167
Cambodia,KHM,Voice and Accountability: Estimate,VA.EST,-0.7494724,-0.815466,-0.7807828,-0.7402998,-0.8999627,-0.8708252,-1.017338,-0.931646,-0.9279869,-0.9711391,-0.9134476,-0.9272553,-0.9141283,-0.9614798,-0.9809273,-1.107751,-1.122615,-1.106937,-1.155918,-1.221331
Cambodia,KHM,Voice and Accountability: Number of Sources,VA.NO.SRC,5,5,5,7,8,9,10,12,13,14,14,14,14,14,14,11,11,10,11,11
Cambodia,KHM,Voice and Accountability: Percentile Rank,VA.PER.RNK,25,24.87562,25.37313,26.86567,23.38309,22.11539,18.75,21.63461,21.63461,21.15385,22.27488,21.80095,22.06573,20.18779,19.71831,18.71921,18.2266,18.2266,15.76355,13.7931
Cambodia,KHM,Voice and Accountability: Standard Error,VA.STD.ERR,0.2364767,0.2312887,0.2291562,0.1763108,0.1656803,0.1581914,0.1591754,0.1245737,0.1243013,0.1161385,0.1184779,0.1167346,0.1163867,0.1164207,0.1132034,0.1318305,0.1343083,0.1298147,0.1302713,0.1345571
Cameroon,CMR,Control of Corruption: Estimate,CC.EST,-1.334985,-1.220239,-1.192397,-1.1672,-0.9788169,-1.108283,-1.181337,-1.086014,-1.020625,-1.022167,-1.003626,-1.061047,-1.145449,-1.261325,-1.205251,-1.164004,-1.074493,-1.154442,-1.199323,-1.149748
Cameroon,CMR,Government Effectiveness: Estimate,GE.EST,-1.080203,-0.8050205,-0.7503956,-0.8495601,-0.7047145,-0.6965621,-0.9095589,-0.9493961,-0.841257,-0.8058205,-0.8375226,-0.8900719,-0.8900592,-0.8980061,-0.918752,-0.7910342,-0.7805845,-0.7638641,-0.813673,-0.7996525
Cameroon,CMR,Government Effectiveness: Number of Sources,GE.NO.SRC,3,5,5,6,7,7,8,10,10,10,10,10,11,11,12,12,12,12,12,12
Cameroon,CMR,Government Effectiveness: Percentile Rank,GE.PER.RNK,13.6612,20.20725,23.58974,19.38775,25.5102,25.12315,20.09804,18.53658,20.87379,20.87379,21.05263,19.61723,18.95735,20.37915,18.48341,21.63461,21.63461,22.11539,20.19231,19.71154
Cameroon,CMR,Control of Corruption: Number of Sources,CC.NO.SRC,4,6,6,6,8,9,10,12,13,13,13,13,15,15,15,15,15,15,15,15
Cameroon,CMR,Control of Corruption: Percentile Rank,CC.PER.RNK,3.763441,7.731959,7.106599,7.575758,14.64646,11.70732,11.21951,13.65854,16.50485,15.53398,17.22488,14.28571,12.32228,8.056872,9.952606,10.57692,12.98077,11.53846,11.05769,11.05769
Cameroon,CMR,Control of Corruption: Standard Error,CC.STD.ERR,0.2620766,0.2117292,0.2200078,0.1961948,0.1795699,0.171205,0.1626538,0.1495435,0.1546133,0.1530906,0.158945,0.15736,0.1446188,0.1359883,0.1345407,0.1315395,0.1336183,0.1354613,0.1251366,0.1273428
Cameroon,CMR,Government Effectiveness: Standard Error,GE.STD.ERR,0.1739037,0.2031547,0.2112371,0.1869344,0.1776029,0.1844371,0.1714315,0.1731471,0.1939384,0.1909934,0.1856031,0.1892362,0.1877814,0.1878048,0.170496,0.1801673,0.1755285,0.1711018,0.1768257,0.1805988
Cameroon,CMR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.9568256,-0.782408,-0.5628282,-0.6773421,-0.4298094,-0.3603891,-0.183143,-0.2452714,-0.3250326,-0.5508961,-0.4744701,-0.7369714,-0.661688,-0.5885174,-0.5322373,-1.059252,-0.9896075,-1.062137,-1.09568,-1.37598
Cameroon,CMR,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,4,4,4,4,5,5,6,7,7,7,7,7,8,8,8,8,8,8,8,8
Cameroon,CMR,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,19.68085,19.68085,29.10053,26.45503,31.15578,32.52427,40.29126,39.13044,34.29952,26.92308,29.85782,22.74882,26.54029,26.54029,27.48815,12.38095,15.2381,13.33333,12.38095,8.571428
Cameroon,CMR,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.3738571,0.3454628,0.342809,0.3161064,0.2924749,0.2934836,0.2786692,0.2531189,0.2441811,0.2464031,0.246402,0.2435471,0.2406776,0.2219843,0.2280198,0.1963862,0.2029834,0.2077957,0.2159105,0.2157381
Cameroon,CMR,Regulatory Quality: Estimate,RQ.EST,-1.122349,-0.6186677,-0.5900958,-0.8739079,-0.839056,-0.6915929,-0.9296345,-0.8483388,-0.8477936,-0.8271499,-0.7615821,-0.7441876,-0.8069494,-0.9286842,-0.9374695,-0.8845948,-0.9170986,-0.7898978,-0.8227918,-0.7993764
Cameroon,CMR,Regulatory Quality: Number of Sources,RQ.NO.SRC,4,6,6,7,8,8,9,10,10,10,10,10,11,11,11,11,11,11,11,11
Cameroon,CMR,Regulatory Quality: Percentile Rank,RQ.PER.RNK,13.04348,25.3886,26.66667,20.40816,19.38775,24.63054,19.11765,21.07843,20.38835,20.38835,24.40191,24.88038,23.22275,21.32701,18.95735,19.71154,16.82692,23.07692,20.19231,20.19231
Cameroon,CMR,Regulatory Quality: Standard Error,RQ.STD.ERR,0.3117465,0.2692645,0.2490924,0.2111991,0.177445,0.1770589,0.1565049,0.1747774,0.1742635,0.1707744,0.1632996,0.1629875,0.1572798,0.1728699,0.1685729,0.1729697,0.1666885,0.169555,0.1658562,0.1665556
Cameroon,CMR,Rule of Law: Estimate,RL.EST,-1.441895,-1.071155,-1.198869,-1.23003,-1.076435,-1.185956,-1.207887,-1.154537,-1.184693,-1.099858,-1.123142,-1.07124,-1.074481,-1.041518,-1.050953,-0.8964483,-0.975968,-1.036001,-1.031634,-1.079662
Cameroon,CMR,Rule of Law: Number of Sources,RL.NO.SRC,6,8,9,10,11,11,12,14,15,15,15,15,17,17,17,16,16,15,15,15
Cameroon,CMR,Rule of Law: Percentile Rank,RL.PER.RNK,7.035176,16,12.37624,10.39604,14.85149,11.96172,11.48325,11.96172,11.96172,12.98077,13.27014,13.74408,14.55399,15.49296,14.55399,17.78846,15.38461,13.94231,14.90385,12.5
Cameroon,CMR,Rule of Law: Standard Error,RL.STD.ERR,0.2124291,0.2098984,0.1750458,0.1829834,0.1782588,0.1717755,0.1590179,0.1487581,0.1484874,0.1426299,0.1396209,0.1378376,0.1294845,0.1330746,0.1303715,0.1383345,0.1395979,0.1526877,0.143516,0.1387609
Cameroon,CMR,Voice and Accountability: Estimate,VA.EST,-0.9386249,-1.063615,-1.060407,-1.097049,-1.060006,-0.9741912,-1.034067,-1.023898,-1.049566,-1.067796,-1.040357,-1.058277,-1.033121,-1.021581,-1.036896,-0.9443417,-0.9540802,-1.03297,-1.052105,-1.104003
Cameroon,CMR,Voice and Accountability: Number of Sources,VA.NO.SRC,6,6,7,9,10,10,13,15,16,16,16,16,18,18,18,15,15,15,15,15
Cameroon,CMR,Voice and Accountability: Percentile Rank,VA.PER.RNK,20,16.91542,16.91542,16.91542,19.9005,19.71154,17.78846,19.23077,19.23077,18.26923,17.06161,17.06161,19.24883,17.37089,17.84038,21.67488,22.6601,21.18227,20.19704,18.2266
Cameroon,CMR,Voice and Accountability: Standard Error,VA.STD.ERR,0.2088098,0.2144461,0.1972829,0.159149,0.1569591,0.1553729,0.1454691,0.1267033,0.1221991,0.1232966,0.1253442,0.123471,0.1192272,0.1149894,0.1112815,0.1201542,0.1216444,0.119419,0.1197758,0.1242243
Canada,CAN,Control of Corruption: Estimate,CC.EST,2.031408,2.090466,2.115544,2.034852,1.986542,1.827714,1.879261,1.962554,2.0009,2.002689,2.061789,2.069799,1.977883,1.927136,1.886833,1.836426,1.886581,1.989901,1.924258,1.873514
Canada,CAN,Government Effectiveness: Estimate,GE.EST,1.742364,1.94848,1.931158,1.923086,1.990027,1.922352,1.887422,1.895545,1.761394,1.791681,1.74589,1.783194,1.778378,1.765713,1.788732,1.760523,1.762081,1.781461,1.85416,1.716108
Canada,CAN,Government Effectiveness: Number of Sources,GE.NO.SRC,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7
Canada,CAN,Government Effectiveness: Percentile Rank,GE.PER.RNK,93.44262,95.33678,95.38461,94.89796,96.93877,95.07389,97.05882,97.56097,94.66019,95.14563,95.69378,95.69378,96.20853,95.26067,97.15639,95.19231,94.71154,95.19231,97.11539,94.71154
Canada,CAN,Control of Corruption: Number of Sources,CC.NO.SRC,6,6,6,6,6,7,7,10,11,11,11,11,12,12,11,11,11,10,10,10
Canada,CAN,Control of Corruption: Percentile Rank,CC.PER.RNK,96.23656,95.36082,95.43147,94.44444,94.44444,92.19512,93.65854,95.60976,95.14563,95.63107,96.65072,96.19048,95.26067,95.26067,95.26067,94.23077,95.19231,96.15385,95.67308,94.71154
Canada,CAN,Control of Corruption: Standard Error,CC.STD.ERR,0.2103251,0.1922179,0.2045646,0.182866,0.1863695,0.1729663,0.1698663,0.158788,0.1648255,0.1632458,0.1664166,0.1729459,0.1605354,0.1473781,0.1465914,0.1402333,0.1432144,0.1476812,0.1346294,0.1434637
Canada,CAN,Government Effectiveness: Standard Error,GE.STD.ERR,0.1682592,0.2108719,0.2100629,0.1919351,0.1987293,0.2079431,0.1919063,0.1963276,0.2192397,0.2291916,0.2187648,0.2274288,0.2224297,0.2197403,0.2167549,0.2292054,0.2278272,0.2193927,0.2222289,0.2221446
Canada,CAN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.233704,0.9504581,1.168466,1.221569,1.054091,0.8768354,0.8296181,1.035533,1.006867,1.04185,1.126739,0.9363182,1.077176,1.113016,1.061422,1.175504,1.274698,1.256059,1.101824,0.9911886
Canada,CAN,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,4,4,5,6,6,7,7,8,8,8,8,8,9,9,9,9,9,9,9,9
Canada,CAN,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,89.89362,79.25532,87.30159,89.94709,84.42211,76.21359,72.81554,82.6087,82.1256,85.09615,89.09953,81.04266,86.25592,89.09953,86.72986,92.85714,95.2381,93.80952,88.09524,84.7619
Canada,CAN,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.3738571,0.3454628,0.3135704,0.2861308,0.2832122,0.2793393,0.2706144,0.2459985,0.2391296,0.241629,0.2418599,0.2393309,0.2385224,0.2196655,0.2257874,0.1922474,0.1981644,0.2049565,0.211684,0.211271
Canada,CAN,Regulatory Quality: Estimate,RQ.EST,1.488291,1.598478,1.523343,1.58165,1.557192,1.62667,1.566931,1.55885,1.605411,1.650838,1.699475,1.695867,1.691034,1.714616,1.739304,1.845022,1.717661,1.73882,1.886527,1.665293
Canada,CAN,Regulatory Quality: Number of Sources,RQ.NO.SRC,6,6,6,6,6,6,6,7,7,7,7,7,8,8,8,8,8,8,8,8
Canada,CAN,Regulatory Quality: Percentile Rank,RQ.PER.RNK,91.30434,94.81865,92.82051,92.85714,91.83673,94.58128,93.62745,93.62745,94.17476,95.63107,96.65072,96.17225,95.7346,95.7346,95.26067,97.59615,93.75,94.23077,97.59615,93.75
Canada,CAN,Regulatory Quality: Standard Error,RQ.STD.ERR,0.2770943,0.2784078,0.2401493,0.2295747,0.1980398,0.2131795,0.1724699,0.209209,0.2243888,0.2306379,0.2238829,0.2356639,0.2187459,0.2261163,0.2232595,0.2285708,0.2178168,0.227055,0.2200749,0.2226358
Canada,CAN,Rule of Law: Estimate,RL.EST,1.647255,1.758006,1.694389,1.693409,1.734842,1.706601,1.661659,1.814535,1.814706,1.80829,1.804082,1.805715,1.736531,1.763582,1.755976,1.890682,1.84206,1.841111,1.801197,1.770795
Canada,CAN,Rule of Law: Number of Sources,RL.NO.SRC,8,8,9,9,9,9,9,12,13,13,13,13,14,14,13,12,12,11,11,11
Canada,CAN,Rule of Law: Percentile Rank,RL.PER.RNK,94.97488,94.5,94.0594,94.55446,94.55446,94.73684,93.77991,96.65072,96.17225,96.15385,96.68246,96.68246,94.3662,95.30516,95.30516,95.19231,95.67308,96.63461,95.67308,94.71154
Canada,CAN,Rule of Law: Standard Error,RL.STD.ERR,0.1942361,0.2001678,0.1636275,0.1831281,0.1818559,0.1745338,0.1700936,0.1577141,0.1556847,0.155204,0.1527261,0.1533912,0.1412469,0.1502797,0.1521251,0.1629876,0.1587297,0.170659,0.1610069,0.1547573
Canada,CAN,Voice and Accountability: Estimate,VA.EST,1.566336,1.551413,1.531965,1.499054,1.547557,1.668455,1.506879,1.415595,1.384672,1.407529,1.401846,1.352596,1.380145,1.437505,1.453487,1.41236,1.467126,1.447941,1.480335,1.520857
Canada,CAN,Voice and Accountability: Number of Sources,VA.NO.SRC,7,7,8,9,9,9,9,12,13,13,13,13,14,14,13,11,11,11,11,11
Canada,CAN,Voice and Accountability: Percentile Rank,VA.PER.RNK,99,98.50746,96.0199,97.51244,97.51244,97.11539,93.75,95.67308,95.19231,95.19231,95.26067,93.83886,94.3662,94.3662,95.30516,95.56651,96.05911,96.05911,96.05911,96.05911
Canada,CAN,Voice and Accountability: Standard Error,VA.STD.ERR,0.2080557,0.213555,0.2022156,0.1874909,0.1866033,0.1754576,0.1753199,0.1517198,0.1421228,0.1432521,0.142415,0.1424795,0.1363273,0.1310722,0.1301442,0.1414175,0.1441285,0.1416404,0.1427683,0.145374
Cayman Islands,CYM,Control of Corruption: Estimate,CC.EST,1.318143,1.377704,1.359712,1.349896,1.37669,1.278591,1.278153,1.259531,1.269965,0.8069623,1.116361,1.127209,1.351358,1.354136,1.359179,1.018918,1.019122,0.528993,0.5268432,0.4963436
Cayman Islands,CYM,Government Effectiveness: Estimate,GE.EST,1.926781,1.976049,1.971704,1.963559,1.410648,1.276951,1.292862,1.285327,1.252985,1.279326,1.268192,1.251719,1.242131,1.254732,1.227074,1.180054,1.166785,1.182226,1.226461,1.204366
Cayman Islands,CYM,Government Effectiveness: Number of Sources,GE.NO.SRC,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
Cayman Islands,CYM,Government Effectiveness: Percentile Rank,GE.PER.RNK,97.81421,96.37305,96.41026,95.91837,88.77551,87.68473,88.23529,87.80488,86.8932,86.40777,85.64594,85.64594,84.83412,85.78199,84.83412,85.57692,84.61539,85.09615,85.57692,85.57692
Cayman Islands,CYM,Control of Corruption: Number of Sources,CC.NO.SRC,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
Cayman Islands,CYM,Control of Corruption: Percentile Rank,CC.PER.RNK,87.09677,89.17525,88.83249,88.38383,88.88889,86.82927,88.29269,88.29269,88.83495,77.18446,84.21053,84.28571,88.6256,88.15166,89.09953,81.73077,81.73077,68.75,69.23077,68.26923
Cayman Islands,CYM,Control of Corruption: Standard Error,CC.STD.ERR,0.4808887,0.4617725,0.4734834,0.4365705,0.4033458,0.3959056,0.3415666,0.4198855,0.4162902,0.4029876,0.2932011,0.2933437,0.2962037,0.3133552,0.3093633,0.3047443,0.2905574,0.3071863,0.2823816,0.2826696
Cayman Islands,CYM,Government Effectiveness: Standard Error,GE.STD.ERR,0.1876176,0.310279,0.3430663,0.2995045,0.36345,0.4110788,0.30696,0.4337758,0.469347,0.4522182,0.3228908,0.3352921,0.3293605,0.3141281,0.301569,0.3515804,0.3306262,0.3207268,0.3347294,0.3318715
Cayman Islands,CYM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.7184954,0.7300959,0.7141891,0.792757,0.8531293,1.237212,1.193962,1.107798,1.086767,1.116136,1.094433,1.149638,1.336361,0.9593844,1.017615,1.046347,1.153418,1.168496,1.190547,1.149285
Cayman Islands,CYM,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,1,1,1,1,1,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2
Cayman Islands,CYM,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,70.74468,72.34042,72.48677,73.01588,73.86935,93.68932,90.29126,89.37198,89.37198,89.42308,88.15166,88.6256,96.68246,79.14692,82.46445,86.66666,90.95238,91.90476,91.90476,90
Cayman Islands,CYM,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.6135068,0.5757331,0.5970712,0.520825,0.41368,0.3744562,0.3702046,0.3637845,0.3310883,0.3330689,0.3117616,0.301821,0.2941373,0.2969246,0.3197596,0.2583826,0.2644217,0.2737383,0.2953578,0.2831305
Cayman Islands,CYM,Regulatory Quality: Estimate,RQ.EST,1.02667,1.058704,1.276005,1.468842,1.447286,1.472531,1.360657,1.350138,1.377706,1.146509,1.164975,1.15917,1.140772,1.108562,1.118897,0.8524853,0.8151542,0.7873485,0.7532902,0.9785166
Cayman Islands,CYM,Regulatory Quality: Number of Sources,RQ.NO.SRC,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
